"Item SKU","Item Name","Item Format","Composing Quantity"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"KSteadyMTW-BOM","Kirami Steady M Thermowood Hot Tub Unit","Simple","1"
"CTLO","Kirami Ash Shovel for External Heaters","Simple","1"
"IC1900U","Premium Insulated Medium Cover","Simple","1"
"TWR50K","Kirami Stepin Thermowood Steps","Simple","1"
"KiramiGrate","Kirami Grate","Simple","1"

"967884810Kit","Husqvarna 530iPT5 Battery Pole Saw - Unit + BLi200 &amp; QC330","Composite",
"970522202","Husqvarna QC330 Battery Charger","Simple","1"
"967091901","Husqvarna BLi200 Battery 36w/5.2Ah","Simple","1"
"967884810","Husqvarna 530iPT5 Battery Pole Saw - 25cm / 10"" Bar &amp; Chain","Simple","1"

"KT-PB","Kirami Tiny Hot Tub (1-2 people) - Premium Bundle","Composite",
"2973","Premium Insulated Cover - Tiny","Simple","1"
"KTiny-BOM","Kirami Tiny Hot Tub Unit","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"CTLO","Kirami Ash Shovel for External Heaters","Simple","1"
"TWR50K","Kirami Stepin Thermowood Steps","Simple","1"

"RCH12x2","BigK ""Mixed Size"" Restaurant Grade Charcoal Twin Pack","Composite",
"RCH12","Big K Charcoal 12KG","Simple","2"

"ASHCRATE117/CFL18","Kiln Dried Ash Crate + Fire Log Briquette Bundle","Composite",
"ASHCRATE117","Kiln Dried Ash Firewood - 1.17m3 Crate","Simple","1"
"CFL1","Calido Fire Log Briquettes","Simple","18"

"ASHNET24-1","Net Bags - Ash - Product Bundle Test","Composite",
"ASHNET1","Single Ash Net","Simple","24"

"CWBN48ASHNET12","Calido Wood Briquettes + Net Bag Bundle - 48 Packs of Briquettes w/ 12 Ash Net Bags","Composite",
"ASHNET1","Single Ash Net","Simple","12"
"CWBN1","Calido Wood Briquettes","Simple","48"

"970501700","Husqvarna Petrol Chainsaw 560 XP® - Unit Only","Composite",
"560XP-BOM","Husqvarna 560XP Chainsaw Unit Only","Simple","1"

"SKU-1XFMP9YGV9","Husqvarna Xplorer Fleece Vest Jacket - Granite Grey","Variable",
"593254450","Husqvarna Xplorer Fleece Vest Jacket - Granite Grey - Medium","Simple",
"593254446","Husqvarna Xplorer Fleece Vest Jacket - Granite Grey - Small","Simple",
"593254454","Husqvarna Xplorer Fleece Vest Jacket - Granite Grey - Large","Simple",
"593254458","Husqvarna Xplorer Fleece Vest Jacket - Granite Grey - Extra Large","Simple",

"SKU-SBF9GD7RRD","Charnwood Arc 5 w/ Store Stand - 5kW","Variable",
"009/ARC05SS/GM","Charnwood Arc 5 w/ Store Stand - 5kW - Gunmetal","Simple",
"009/ARC05SS/MB","Charnwood Arc 5 w/ Store Stand - 5kW - Black","Simple",

"CFL24","Calido Fire Log Briquettes - Quarter Pallet","Composite",
"CFL1","Calido Fire Log Briquettes","Simple","24"

"SKU-1ZDHT5JZ99","Husqvarna Hedge Trimmer 520iHD60","Variable",
"967915602","Husqvarna Hedge Trimmer 520iHD60 - Unit Only","Simple",
"967915602-Kit","Husqvarna Hedge Trimmer 520iHD60 - Unit + BLi200 &amp; QC330","Simple",

"SKU-N0N5RM436L","Long Burning Night Briquettes - Pallets","Variable",
"LBNB-42","Long Burning Night Briquettes - Pallets - Half Pallet","Simple",
"LBNB-24","Long Burning Night Briquettes - Pallets - Quarter Pallet","Simple",
"LBNB-84","Long Burning Night Briquettes - Pallets - Full Pallet","Simple",

"SKU-3CW77IV2P0","Husqvarna XP 2 Stroke Engine Oil","Variable",
"578180303","Husqvarna XP 2 Stroke Engine Oil - 100ml","Simple",
"578037003","Husqvarna XP 2 Stroke Engine Oil - 1 Litre","Simple",
"578180003","Husqvarna XP 2 Stroke Engine Oil - 10 Litre","Simple",
"578037103","Husqvarna XP 2 Stroke Engine Oil - 4 Litre","Simple",

"970501715","Husqvarna Petrol Chainsaw 560 XP® - 15""","Composite",
"560XP-BOM","Husqvarna 560XP Chainsaw Unit Only","Simple","1"

"1004-WFCB","Delivita Pizza Oven Hale Grey - Wood-Fired Chef's Bundle","Composite",
"WOODFIREDCOLLECTION","Delivita Wood-Fired Chefs Collection","Simple","1"
"1004","Delivita Pizza Oven Hale Grey - Unit","Simple","1"

"1003-CCB","Delivita Pizza Oven Very Black - Complete Collection Bundle","Composite",
"1003","Delivita Pizza Oven Very Black - Unit","Simple","1"
"COMPLETECOLLECTION","Delivita Complete Collection","Simple","1"

"967915602-Kit","Husqvarna Hedge Trimmer 520iHD60 - Unit + BLi200 &amp; QC330","Composite",
"970522202","Husqvarna QC330 Battery Charger","Simple","1"
"520iHD60-BOM","Husqvarna Hedge Trimmer 520iHD60 Unit Only","Simple","1"
"967091901","Husqvarna BLi200 Battery 36w/5.2Ah","Simple","1"

"HOTTIES1SAMPLE","Hotties Heat Logs - Sample Pack","Composite",
"HOTTIES1","Hotties Heat Logs - Single Pack","Simple","1"

"SKU-MPPE7URSJR","RB73 - Quaruba XL Mobile Outdoor Heater","Variable",
"RB-10XLM-3-Side","RB73 - Quaruba XL Mobile Outdoor Heater - 3 Glass Sides","Simple",
"RB-10XLM-4-Side","RB73 - Quaruba XL Mobile Outdoor Heater - 4 Glass Sides","Simple",

"CFL1SP","Calido Fire Log Briquettes Sample Pack","Composite",
"CFL1","Calido Fire Log Briquettes","Simple","1"

"KHCB-BBPC","Kirami Hazy M Coalback Hot Tub (4-6 people) - Standard Bundle","Composite",
"KHazyCB-BOM","Kirami Hazy Coalblack - Unit Only","Simple","1"

"KiramiFamilyLCoalBlackHotTub","Kirami Family L CoalBlack Hot Tub (6-8 people)","Variable",
"KFLCB-BBPC","Kirami Family L CoalBlack Hot Tub (6-8 people) - Standard Bundle","Simple",
"KFLCB-POBLED","Kirami Family L CoalBlack Hot Tub (6-8 people) - Premium Ocean Blue LED Bundle","Simple",
"KFLCB-PB","Kirami Family L CoalBlack Hot Tub (6-8 people) - Premium Bundle","Simple",

"EGZ6-VAR","Ego Z6 Battery Powered Zero Turn Ride On Mower","Variable",
"EGZ6-40Ah","Ego Z6 Battery Powered Zero Turn Ride On Mower - Ego Z6 40Ah Kit","Simple",
"EGZ6-15Ah","Ego Z6 Battery Powered Zero Turn Ride On Mower - Ego Z6 15Ah Kit","Simple",
"EGZ6-60Ah","Ego Z6 Battery Powered Zero Turn Ride On Mower - Ego Z6 60Ah Kit","Simple",

"CWBN2PACK","Calido Wood Briquettes - Twin Pack","Composite",
"CWBN1","Calido Wood Briquettes","Simple","2"

"SKU-UMAWUQO7EM","Husqvarna Gloves (technical with saw protection)","Variable",
"599651208","Husqvarna Gloves (technical with saw protection) - Size 8","Simple",
"599651209","Husqvarna Gloves (technical with saw protection) - Size 9","Simple",
"595003410","Husqvarna Gloves (technical with saw protection) - Size 10","Simple",

"SKU-2KXJG3UDRN","Husqvarna 585 90cc Petrol Chainsaw","Variable",
"970493024","Husqvarna 585 90cc Petrol Chainsaw - 24""","Simple",
"970493028","Husqvarna 585 90cc Petrol Chainsaw - 28""","Simple",
"970493020","Husqvarna 585 90cc Petrol Chainsaw - 20""","Simple",
"970493001","Husqvarna 585 90cc Petrol Chainsaw - Unit Only","Simple",

"967893912Kit","Husqvarna T535iXP Battery Chainsaw - Unit + BLi200 &amp; QC330","Composite",
"970522202","Husqvarna QC330 Battery Charger","Simple","1"
"967091901","Husqvarna BLi200 Battery 36w/5.2Ah","Simple","1"
"T535iXP-BOM","Husqvarna Chainsaw T535iXP Unit Only","Simple","1"

"LBNB-TWINPACK","Night Briquettes - 24 Briquettes","Composite",
"NGT1","Long Burn Bark Briquettes","Simple","2"

"967893912","Husqvarna T535iXP Battery Chainsaw - 30cm / 12"" Bar &amp; Chain","Composite",
"T535iXP-BOM","Husqvarna Chainsaw T535iXP Unit Only","Simple","1"

"SKU-X5I5YUH6Q8","Husqvarna Combi Trimmer 325ILK","Variable",
"967850101","Husqvarna Combi Trimmer 325ILK - Bare Unit","Simple",
"967850101-kit","Husqvarna Combi Trimmer 325ILK - 325ilk Kit (includes QC250 Charger &amp; BLi30 Battery)","Simple",

"967690813","Husqvarna Chainsaw 550XP Mark II - 33cm / 13"" Bar","Composite",
"550XPII-BOM","Husqvarna Chainsaw 550XP Mark II (Unit Only)","Simple","1"

"1006-CCB","Delivita Pizza Oven Blue Diamond - Complete Collection Bundle","Composite",
"1006","Delivita Pizza Oven Blue Diamond - Unit","Simple","1"
"COMPLETECOLLECTION","Delivita Complete Collection","Simple","1"

"967690815","Husqvarna Chainsaw 550XP Mark II - 37cm / 15"" Bar","Composite",
"550XPII-BOM","Husqvarna Chainsaw 550XP Mark II (Unit Only)","Simple","1"

"KHCB-PB","Kirami Hazy M Coalback Hot Tub (4-6 people) - Premium Bundle","Composite",
"2723","Kirami Stepin Coalblack Steps","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"CTLO","Kirami Ash Shovel for External Heaters","Simple","1"
"IC1900U","Premium Insulated Medium Cover","Simple","1"
"KHazyCB-BOM","Kirami Hazy Coalblack - Unit Only","Simple","1"
"KiramiGrate","Kirami Grate","Simple","1"

"SKU-685GATY0OC","Husqvarna 120iTK4-PH Cordless Pole Saw","Variable",
"970515903","Husqvarna 120iTK4-PH Cordless Pole Saw - 120iTK4 + PK4 + HK4","Simple",
"970515906","Husqvarna 120iTK4-PH Cordless Pole Saw - 120iTK4 + PK4 + HK4 + BLi10 + QC80","Simple",

"PTB18","Pizza Tronchetti Briquettes - Small Pallet","Composite",
"PTB1","Pizza Tronchetti Briquettes - In Store","Simple","18"

"TLC2003-2-1","Kirami Hazy M DarkWalnut Hot Tub (4-6 people)","Variable",
"KHDW-PB","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Premium Bundle","Simple",
"KHDW-PBLED","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Premium LED Bundle","Simple",
"KHDW-BB","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Starter Bundle","Simple",
"KHDW-BBPC","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Standard Bundle","Simple",

"967690818","Husqvarna Chainsaw 550XP Mark II - 45cm / 18"" Bar","Composite",
"550XPII-BOM","Husqvarna Chainsaw 550XP Mark II (Unit Only)","Simple","1"

"SKU-DWBIHQWXII","Charnwood C-Five (C5) Heat Shield","Variable",
"010/NR057/MB","Charnwood C-Five (C5) Heat Shield - Matt Black","Simple",

"SKU-0JB5GDFM0D","Charnwood C Series High Legs Set","Variable",
"010/ER051S/MB","Charnwood C Series High Legs Set - Matt Black","Simple",

"EF-Unit","Delivita Build a Bundle - Emerald Fire","Composite",
"1010","Delivita Pizza Oven Emerald Fire - Unit","Simple","1"

"","Contura 620TG Style - 6kW","Variable",
"C620TG:2","Contura 620TG Style - 6kW - Black w/ warming shelf","Simple",
"C620TG:1","Contura 620TG Style - 6kW - Black","Simple",

"KFLCB-PB","Kirami Family L CoalBlack Hot Tub (6-8 people) - Premium Bundle","Composite",
"2723","Kirami Stepin Coalblack Steps","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"KFamilyLCB-BOM-2","Kirami Family L Hot Tub Unit (Coalblack) - BOM","Simple","1"
"CTLO","Kirami Ash Shovel for External Heaters","Simple","1"
"IC2600U","Kirami Premium Insulated Large Cover","Simple","1"
"KiramiGrate","Kirami Grate","Simple","1"

"2970-1-SB","NEW Kirami Tiny Hot Tub (1-2 people) - Standard Bundle","Composite",
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"KTiny-BOM-1","Kirami Tiny Hot Tub Unit - NEW","Simple","1"

"PTB36","Pizza Tronchetti Briquettes - Medium Pallet","Composite",
"PTB1","Pizza Tronchetti Briquettes - In Store","Simple","36"

"SKU-KNNEOO4ION","Husqvarna 110iL Battery Grass Trimmer","Variable",
"970531202","Husqvarna 110iL Battery Grass Trimmer - 110iL Kit (Inc. B70 Battery &amp; C80 Charger)","Simple",
"970531201","Husqvarna 110iL Battery Grass Trimmer - 110iL Unit Only","Simple",

"SKU-NGV6ME3TW6","Pizza Tronchetti Briquettes Box","Variable",
"PTBBOX3","Pizza Tronchetti Briquettes Box - 3 Boxes","Simple",
"PTBBOX1","Pizza Tronchetti Briquettes Box - 1 Box","Simple",

"967690801","Husqvarna Chainsaw 550XP Mark II - Unit Only","Composite",
"550XPII-BOM","Husqvarna Chainsaw 550XP Mark II (Unit Only)","Simple","1"

"SKU-DMJSZAKVT1","Contura 596G Style - 5kW","Variable",
"C596G:3","Contura 596G Style - 5kW - Black w/ soapstone top","Simple",
"C596G:4","Contura 596G Style - 5kW - White w/ aluminium top","Simple",
"C596G:2","Contura 596G Style - 5kW - Black w/ glass top","Simple",
"C596G:1","Contura 596G Style - 5kW - Black w/ aluminium top","Simple",

"CR-Unit","Delivita Build a Bundle - Chilli Red","Composite",
"1005","Delivita Pizza Oven Chilli Red - Unit","Simple","1"

"BH-Unit","Delivita Build a Bundle - Berry Hot","Composite",
"1009","Delivita Pizza Oven Berry Hot - Unit","Simple","1"

"SKU-9DVQZEPCFD","Pizza Tronchetti Briquettes","Variable",
"PTB18","Pizza Tronchetti Briquettes - Small Pallet","Simple",
"PTB36","Pizza Tronchetti Briquettes - Medium Pallet","Simple",
"PTB63","Pizza Tronchetti Briquettes - Large Pallet","Simple",

"LBNB-84","Long Burning Night Briquettes - Pallets - Full Pallet","Composite",
"NGT1","Long Burn Bark Briquettes","Simple","84"

"967864014","Husqvarna 540iXP Battery Chainsaw - 35cm / 14'' Bar &amp; Chain","Composite",
"967864016-BOM","Husqvarna 540iXP Chainsaw (Unit Only)","Simple","1"

"VB-Unit","Delivita Build a Bundle - Very Black","Composite",
"1003","Delivita Pizza Oven Very Black - Unit","Simple","1"

"HOTBLOX24","Hot Blox - Hardwood Heat Logs - Quarter Pallet","Composite",
"HOTBLOX1","Hot Blox - Single Pack","Simple","24"

"KFTL-BB","Kirami Family L Thermowood Hot Tub (6-8 people) - Standard Bundle","Composite",
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"KFamilyLTW-BOM","Kirami Family L Hot Tub Unit (Thermowood)","Simple","1"

"TLC2003-3","Kirami Breezy M Dark Walnut Hot Tub (4-6 people)","Variable",
"KBDW-BBPC","Kirami Breezy M Dark Walnut Hot Tub (4-6 people) - Standard Bundle","Simple",
"KBDW-PBLED","Kirami Breezy M Dark Walnut Hot Tub (4-6 people) - Premium LED Bundle","Simple",
"KBDW-PB","Kirami Breezy M Dark Walnut Hot Tub (4-6 people) - Premium Bundle","Simple",
"KBDW-BB","Kirami Breezy M Dark Walnut Hot Tub (4-6 people) - Basic Bundle w/ cover","Simple",

"SKU-M5CUXTGQK0","Husqvarna 592 XP Petrol Chainsaw 90cc","Variable",
"970493130","Husqvarna 592 XP Petrol Chainsaw 90cc - 20"" Bar &amp; Chain","Simple",
"970493101","Husqvarna 592 XP Petrol Chainsaw 90cc - Unit Only","Simple",
"970493128","Husqvarna 592 XP Petrol Chainsaw 90cc - 28""","Simple",
"970493124","Husqvarna 592 XP Petrol Chainsaw 90cc - 24"" Bar &amp; Chain","Simple",

"1009-Unit","Delivita Pizza Oven Berry Hot - Pizza Oven Only","Composite",
"1009","Delivita Pizza Oven Berry Hot - Unit","Simple","1"

"SKU-A5UQK8VYKQ","Contura 690T Style - 6kW","Variable",
"C690T:1","Contura 690T Style - 6kW - Black","Simple",
"C690T:2","Contura 690T Style - 6kW - Grey","Simple",

"1010WFCB","Delivita Pizza Oven Emerald Fire - Wood-Fired Chef's Bundle","Composite",
"WOODFIREDCOLLECTION","Delivita Wood-Fired Chefs Collection","Simple","1"
"1010","Delivita Pizza Oven Emerald Fire - Unit","Simple","1"

"SKU-UK2ZP65XCO","Husqvarna Rain Trousers Coated","Variable",
"523080546","Husqvarna Rain Trousers Coated - S","Simple",
"523080550","Husqvarna Rain Trousers Coated - M","Simple",
"523080554","Husqvarna Rain Trousers Coated - L","Simple",
"523080558","Husqvarna Rain Trousers Coated - XL","Simple",

"ASHNET28","28 Large Net Bags – Ash","Composite",
"ASHNET1","Single Ash Net","Simple","28"

"ASHNET40","40 Large Net Bags - Ash","Composite",
"ASHNET1","Single Ash Net","Simple","40"

"KiramiFamilyMThermowoodHotTub","Kirami Family M Thermowood Hot Tub (3-5 people)","Variable",
"KFMT-PB","Kirami Family M Thermowood Hot Tub (3-5 people) - Premium Bundle","Simple",
"KFMT-PBLED","Kirami Family M Thermowood Hot Tub (3-5 people) - Premium LED Bundle","Simple",
"KFMT-BBPC","Kirami Family M Thermowood Hot Tub (3-5 people) - Standard Bundle","Simple",
"KFMT-SB","Kirami Family M Thermowood Hot Tub (3-5 people) - Starter Bundle","Simple",

"SKU-IYZEAN2H70","Husqvarna Mineral Chain Oil","Variable",
"579396101","Husqvarna Mineral Chain Oil - 5 Litre","Simple",
"579396201","Husqvarna Mineral Chain Oil - 20 Litre","Simple",
"579396001","Husqvarna Mineral Chain Oil - 1 Litre","Simple",

"SKU-VQFDJHUV32","Husqvarna Technical Gloves","Variable",
"599650309","Husqvarna Technical Gloves - Size 9","Simple",
"599650310","Husqvarna Technical Gloves - Size 10","Simple",

"SKU-6LWGGVIO6A","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm","Variable",
"593914151","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm - 12"" Chain","Simple",
"593914164","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm - 16"" Chain","Simple",
"593914159","Husqvarna Saw chain X-CUT SP21G Semi chisel PIXEL .325"" mini 1.1 mm - 14"" Chain","Simple",

"SKU-BAN2LI6LTN","Husqvarna Protective Leather boots F24 (with saw protection)","Variable",
"595087342","Husqvarna Protective Leather boots F24 (with saw protection) - Size 8","Simple",
"595087344","Husqvarna Protective Leather boots F24 (with saw protection) - Size 9.5","Simple",
"595087345","Husqvarna Protective Leather boots F24 (with saw protection) - Size 10.5","Simple",

"SKU-BXSH7TR2NW","Husqvarna 315iC Battery Trimmer","Variable",
"967915911","Husqvarna 315iC Battery Trimmer - 315iC Unit Only","Simple",
"967915911Kit","Husqvarna 315iC Battery Trimmer - Unit + BLi20 &amp; QC80","Simple",

"SKU-HTWXV2VS10","Calido Fire Log Briquettes + Net Bag Bundle","Variable",
"CFL48BIRCHNET12","Calido Fire Log Briquettes + Net Bag Bundle - 48 Packs of Fire Logs w/ 12 Birch Net Bags","Simple",
"CFL48ASHNET12","Calido Fire Log Briquettes + Net Bag Bundle - 48 Packs of Fire Logs w/ 12 Ash Net Bags","Simple",

"SKU-00N511WEHX","Husqvarna Classic Waist Trousers","Variable",
"595001448","Husqvarna Classic Waist Trousers - 34""","Simple",
"529518946","Husqvarna Classic Waist Trousers - 32""","Simple",
"595001452","Husqvarna Classic Waist Trousers - 36""","Simple",

"SKU-LNG077UPTT","Charnwood Aire 5 Store Stand – 5kW","Variable",
"009/AIRE05SS/GM","Charnwood Aire 5 Store Stand – 5kW - Gunmetal Grey","Simple",
"009/AIRE05SS/MB","Charnwood Aire 5 Store Stand – 5kW - Matt Black","Simple",

"KFMT-SB","Kirami Family M Thermowood Hot Tub (3-5 people) - Starter Bundle","Composite",
"KFamilyM-BOM","Kirami Family M Hot Tub Unit (Thermowood)","Simple","1"

"KHDW-BB","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Starter Bundle","Composite",
"KHazyDW-BOM","Kirami Hazy Dark Walnut - Unit Only","Simple","1"

"SKU-33YF1CGV45","Husqvarna Petrol Chainsaw 560 XP®","Variable",
"970501718","Husqvarna Petrol Chainsaw 560 XP® - 18""","Simple",
"970501700","Husqvarna Petrol Chainsaw 560 XP® - Unit Only","Simple",
"970501715","Husqvarna Petrol Chainsaw 560 XP® - 15""","Simple",

"SKU-FUL7KZ8VYW","Husqvarna Lawn Mower LC 141iV","Variable",
"967099201","Husqvarna Lawn Mower LC 141iV - Unit Only","Simple",
"967099202","Husqvarna Lawn Mower LC 141iV - Unit + BLi20 &amp; QC80","Simple",

"KHDW-BBPC","Kirami Hazy M DarkWalnut Hot Tub (4-6 people) - Standard Bundle","Composite",
"PC1900-K","Kirami ABS Cover 170cm","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"
"KHazyDW-BOM","Kirami Hazy Dark Walnut - Unit Only","Simple","1"

"PTB63","Pizza Tronchetti Briquettes - Large Pallet","Composite",
"PTB1","Pizza Tronchetti Briquettes - In Store","Simple","63"

"SKU-BV8A2ED61R","Delivita Pizza Oven Very Black","Variable",
"1003-WFCB","Delivita Pizza Oven Very Black - Wood-Fired Chef's Bundle","Simple",
"1003-PB","Delivita Pizza Oven Very Black - Pizzaiolo Bundle","Simple",
"1003-Unit","Delivita Pizza Oven Very Black - Pizza Oven Only","Simple",
"1003-CCB","Delivita Pizza Oven Very Black - Complete Collection Bundle","Simple",

"SKU-GJY0ZNZYEM","Husqvarna 120iB Battery Leaf Blower","Variable",
"967976102","Husqvarna 120iB Battery Leaf Blower - 120iB Blower Kit","Simple",
"967976101","Husqvarna 120iB Battery Leaf Blower - 120iB Bare Unit","Simple",

"KT-BBPC","Kirami Tiny Hot Tub (1-2 people) - Standard Bundle","Composite",
"KTiny-BOM","Kirami Tiny Hot Tub Unit","Simple","1"
"SPELTI-CMC","Kirami Air Vent for External Heaters","Simple","1"

"1004-PB","Delivita Pizza Oven Hale Grey - Pizzaiolo Bundle","Composite",
"1004","Delivita Pizza Oven Hale Grey - Unit","Simple","1"
"PIZZAIOLOCOLLECTION","Delivita Pizzaiolo Collection","Simple","1"

"SKU-EAXECAWKTE","Husqvarna Bar Cover","Variable",
"501834504","Husqvarna Bar Cover - 24-28""","Simple",
"501834411","Husqvarna Bar Cover - 18-20""","Simple",
"501834409","Husqvarna Bar Cover - 13-16""","Simple",

"970500902","Husqvarna LC 137i Lawn Mower - LC 137i Kit (includes BLi20 &amp; QC80)","Composite",
"967335651","Husqvarna QC80 Charger","Simple","1"
"967091701","Husqvarna BLi20 Battery","Simple","1"
"967628401-BOM","Husqvarna LC 137i Lawn Mower Unit Only","Simple","1"

"ASHNET32","32 Large Net Bags - Ash","Composite",
"ASHNET1","Single Ash Net","Simple","32"

